0,20.9192222222
0.25,21.2280694444
0.5,21.3961388889
0.75,21.4917361111
1,21.5651805556
1.25,21.6379027778
1.5,21.7098611111
1.75,21.7810972222
2,21.8515972222
2.25,21.9213472222
2.5,21.9903611111
2.75,22.0623472222
3,22.1352083333
3.25,22.2051944444
3.5,22.2693611111
3.75,22.3264861111
4,22.3769583333
4.25,22.422375
4.5,22.4654722222
4.75,22.5101666667
5,22.5613055556
5.25,22.6235138889
5.5,22.69825
5.75,22.7789861111
6,22.8457222222
6.25,22.8619166667
6.5,22.7801111111
6.75,22.564875
7,22.2404305556
7.25,21.9677638889
7.5,21.7468611111
7.75,21.5777222222
8,21.4603472222
8.25,21.3905555556
8.5,21.3558055556
8.75,21.3438333333
9,21.3451388889
9.25,21.3529583333
9.5,21.363
9.75,21.3726944444
10,21.3807916667
10.25,21.3867777778
10.5,21.3906388889
10.75,21.3925694444
11,21.3929861111
11.25,21.3924166667
11.5,21.3916666667
11.75,21.3919166667
12,21.3949583333
12.25,21.4035972222
12.5,21.4149166667
12.75,21.4274027778
13,21.4403194444
13.25,21.4533333333
13.5,21.4662777778
13.75,21.4787083333
14,21.49
14.25,21.4992222222
14.5,21.5049305556
14.75,21.5049305556
15,21.5049305556
